Norma,Data de publicação,Ementa,Órgão de origem,Assuntos,Texto Integral,Tipo,Filename
RES - RESOLUÇÃO 012/2000,14/01/2000,"Autoriza a Eletroriver S.A, a estabelecer-se como produtor independente de energia elétrica, mediante o aproveitamento do potêncial hidráulico, Pequena Central Hidrelétrica Calheiros, no rio Itabapoana, municípios de Bom Jesus do Itabapoana, (RJ) e São José do Calçado, (ES).",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2000012.pdf,RES,res2000012.pdf
RES - RESOLUÇÃO 011/2001,19/01/2001,"Autoriza a Sociedade Amapaense de Produção de Energia Elétrica Ltda - SAPEEL, a estabelecer-se como Produtor Independente de Energia Elétrica, mediante a exploração do potencial hidráulico Pequena Central Hidrelétrica Salto Cafesoca, no rio Oiapoque, no município de Oiapoque, (AP).",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2001011.pdf,RES,res2001011.pdf
RES - RESOLUÇÃO 012/1998,22/01/1998,"Fixa os valores da Taxa de Fiscalização de Serviços de Energia Elétrica - TFSEE, relativa ao mês de dezembro de 1997, para autoprodutores e produtores independentes de energia elétrica.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res1998012.pdf,RES,res1998012.pdf
RES - RESOLUÇÃO 013/2003,09/01/2003,"Declara de utilidade pública, para instituição de servidão administrativa, em favor da Companhia Energética do Estado do Ceará - COELCE, áreas de terras necessárias à passagem da Linha de Transmissão Subestação Coreaú - Subestação Viçosa do Ceará, nos municípios de Coreaú, Moraújo, Granja, Tianguá e Viçosa do Ceará, (CE).",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2003013.pdf,RES,res2003013.pdf
RES - RESOLUÇÃO 011/1998,27/01/1998,"Homologa o Primeiro Termo Aditivo ao contrato de constituição de consórcio para implantação e exploração da Usina Hidrelétrica Itá, celebrados entre a Centrais Elétricas  do Sul do Brasil - ELETROSUL e as empresas Companhia Siderúrgica Nacional, OPP Polietilenos S.A, OPP Petroquímica S.A e a Companhia de Cimento Itambé, componentes da Associação de Autoprodutores Independentes.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res1998011.pdf,RES,res1998011.pdf
RES - RESOLUÇÃO 013/2002,16/01/2002,"Declara de utilidade pública, para fins de desapropriação, áreas de terra necessárias à implantação do Aproveitamento  Hidrelétrico Quebra Queixo, nos municípios de São Domingos e Ipuaçu, (SC), em favor da Companhia Energética Chapecó.",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2002013.pdf,RES,res2002013.pdf
RES - RESOLUÇÃO 014/2003,09/01/2003,"Homologa o Instrumento Particular de Distrato do Consórcio Enerpeixe e transfere as quotas de participação das concessionárias ENERPAULO - Energia Paulista Ltda e Rede Peixe Energia S.A, na concessão compartilhada, para a Enerpeixe S.A.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003014.pdf,RES,res2003014.pdf
RES - RESOLUÇÃO 013/2000,14/01/2000,"Autoriza a Centrais Elétricas da Mantiqueira - CEM, a estabelecer-se como produtor independente de energia elétrica, mediante o aproveitamento do potencial hidráulico Pequena Central Hidrelétrica Santa Bárbara, no rio Santa Bárbara, município de São Gonçalo do Rio Abaixo, (MG).",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2000013.pdf,RES,res2000013.pdf
RES - RESOLUÇÃO 014/2002,16/01/2002,"Declara de utilidade pública, para fins de desapropriação, em favor da Companhia Energética de Minas Gerais - CEMIG e da Companhia Vale do Rio Doce - CVRD, áreas de terra necessárias à implantação da  Usina Hidrelétrica Funil, nos municípios de Perdões, Lavras, Bom Sucesso, Ijaci, Itumirim e Ibituruna, (MG).",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2002014.pdf,RES,res2002014.pdf
RES - RESOLUÇÃO 014/2000,14/01/2000,"Homologa o Sexto Termo Aditivo ao Contrato de Constituição de Consórcio ASS/E/500/01/95, para a conclusão e operação dos aproveitamentos Hidrelétricos Canoas I e Canoas II, do Complexo Canoas, no rio Parapanema.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2000014.pdf,RES,res2000014.pdf
RES - RESOLUÇÃO 013/1998,26/01/1998,"Anui ao processo de reestruturação societária da Companhia Energética de São Paulo - CESP,  com a cisão parcial de seu patrimônio, para criação da subsidiária integral de distribuição ELEKTRO Eletricidade e Serviços S.A.",ANEEL,"Anuência 
 ",http://www.aneel.gov.br/cedoc/res1998013.pdf,RES,res1998013.pdf
RES - RESOLUÇÃO 015/2003,09/01/2003,"Declara de utilidade pública, para instituição de servidão administrativa, em favor da TermoRio S.A, áreas de terras necessárias à passagem da Linha de Transmissão Subestação da UTE TermoRio - Subestação São José, nos municípios de Duque de Caxias e Belford Roxo, (RJ).",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2003015.pdf,RES,res2003015.pdf
RES - RESOLUÇÃO 014/1998,28/01/1998,"Aprova o reagrupamento das concessões de distribuição de energia elétrica e respectivas instalações de transmissão, de que é titular a Companhia Energética do Ceará - COELCE, em uma única área de concessão que abrange 182 municípios do Estado do Ceará .",ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/res1998014.pdf,RES,res1998014.pdf
RES - RESOLUÇÃO 016/2003,09/01/2003,"Extingue a permissão outorgada à Cooperativa de Energia, Telefonia e Desenvolvimento Rural do Sul do Pará Ltda - CORESUL, para executar serviços de transmissão e distribuição de energia elétrica, para uso exclusivo de seus associados, objeto da Portaria DNAEE 310 de 21.07.1997.",ANEEL,"Extinção 
 ",http://www.aneel.gov.br/cedoc/res2003016.pdf,RES,res2003016.pdf
RES - RESOLUÇÃO 016/2000,17/01/2000,"Autoriza a Cooperativa Regional de Eletrificação Teutônia Ltda - CERTEL, a estabelecer-se como autoprodutor de energia elétrica, mediante o aproveitamento do potencial hidráulico localizado no rio Forqueta, municípios de Putinga e São José do Herval, (RS).",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2000016.pdf,RES,res2000016.pdf
RES - RESOLUÇÃO 016/1998,05/02/1998,"Fixa os valores das quotas referentes aos dispêndios com combustíveis para geração de energia elétrica do mês de janeiro de 1998, a serem recolhidos à Conta de Consumo de Combustíveis Fósseis - CCC, dos Sistemas Interligados Sul / Sudeste / Centro - Oeste, Norte / Nordeste e dos Sistemas Isolados.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res1998016.pdf,RES,res1998016.pdf
RES - RESOLUÇÃO 017/2002,16/01/2002,"Estabelece os valores das receitas anuais permitidas para reforços nas instalações de transmissão de energia elétrica de FURNAS Centrais Elétricas S.A, integrantes da rede básica do sistema elétrico interligado, referentes à  Linha de Transmissão Subestação Itaberá - Subestação Tijuco Preto, nos municípios de Itaberá e Tijuco Preto, (SP).",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res2002017.pdf,RES,res2002017.pdf
RES - RESOLUÇÃO 019/2003,13/01/2003,"Revoga a Resolução ANEEL 007 de 07.01.2003 que trata da homologação das tarifas de fornecimento de energia elétrica para a ELEKTRO - Eletricidade e Serviços S.A, em cumprimento da decisão liminar, considerando o Agravo de Instrumento 170528.",ANEEL,"Revogação 
 ",http://www.aneel.gov.br/cedoc/res2003019.pdf,RES,res2003019.pdf
RES - RESOLUÇÃO 017/2000,17/01/2000,"Autoriza a Eletroriver S.A a estabelecer-se como Produtor Independente de energia elétrica, mediante o aproveitamento do potencial hidráulico da Central Geradora Hidrelétrica Corrente Grande, no rio Corrente Grande, Municípios de Açucena e Gonzaga, (MG).",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2000017.pdf,RES,res2000017.pdf
RES - RESOLUÇÃO 020/2003,13/01/2003,"Revoga a Resolução ANEEL 008 de 07.01.2003 que trata da homologação das tarifas de fornecimento de energia elétrica para a Eletropaulo Metropolitana Eletricidade de São Paulo S.A, em cumprimento da decisão liminar, considerando o Agravo de Instrumento 170470.",ANEEL,"Revogação 
 ",http://www.aneel.gov.br/cedoc/res2003020.pdf,RES,res2003020.pdf
RES - RESOLUÇÃO 020/2002,16/01/2002,"Inclui, para fins de reagrupamento na área de concessão de distribuição de energia elétrica da Centrais Elétricas Matogrossenses S.A - CEMAT, novos municípios, (MT), em aditamento à Portaria DNAEE 421 de 20.10.1997.",ANEEL,"Inclusão 
 ",http://www.aneel.gov.br/cedoc/res2002020.pdf,RES,res2002020.pdf
RES - RESOLUÇÃO 018/2003,13/01/2003,"Revoga a Resolução ANEEL 006 de 07.01.2003 que trata da homologação das tarifas de fornecimento de energia elétrica para a Companhia Paulista de Força e Luz - CPFL, em cumprimento da decisão liminar, considerando o Agravo de Instrumento 170545.",ANEEL,"Revogação 
 ",http://www.aneel.gov.br/cedoc/res2003018.pdf,RES,res2003018.pdf
RES - RESOLUÇÃO 017/1998,05/02/1998,"Aprova a reestruturação da Centrais Elétricas do Norte do Brasil - ELETRONORTE, com a cisão parcial de seu patrimônio, para constituição das subsidiárias integrais Manaus Energia S.A e Boa Vista Energia S.A.",ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/res1998017.pdf,RES,res1998017.pdf
RES - RESOLUÇÃO 019/2002,16/01/2002,"Prorroga o prazo estabelecido pelo inciso II, art. 4º, da Resolução ANEEL 054 de 23.02.2000, que autoriza a AES Trading Ltda, a  comercializar energia elétrica, no âmbito do Mercado Atacadista de Energia Elétrica - MAE .",ANEEL,"Prorrogação de prazo 
 ",http://www.aneel.gov.br/cedoc/res2002019.pdf,RES,res2002019.pdf
RES - RESOLUÇÃO 018/2002,16/01/2002,"Declara de utilidade pública, para instituição de servidão administrativa, em favor da Tangará Energia S.A, áreas de terras necessárias à passagem da Linha de Transmissão Usina Hidrelétrica Guaporé - Jauru, nos municípios de Vale do São Domingos e Jauru, (MT).",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2002018.pdf,RES,res2002018.pdf
RES - RESOLUÇÃO 020/2000,20/01/2000,"Autoriza a Companhia Força e Luz Cataguazes Leopoldina - CFLCL, a ampliar a central geradora Usina Hidrelétrica Ervália, no rio dos Bagres, municípios de Ervália e Guiricema, (MG).",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2000020.pdf,RES,res2000020.pdf
RES - RESOLUÇÃO 020/1998,10/02/1998,"Fixa os valores da Taxa de Fiscalização de Serviços de Energia Elétrica, relativa ao ano de 1998, para os concessionários do serviço público de energia elétrica.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res1998020.pdf,RES,res1998020.pdf
RES - RESOLUÇÃO 019/2000,20/01/2000,"Autoriza a transferência do bloco de controle acionário da Companhia de Eletricidade do Estado da Bahia - COELBA, para a NORDESTE Participações S.A.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2000019.pdf,RES,res2000019.pdf
RES - RESOLUÇÃO 021/2003,13/01/2003,"Revoga a Resolução ANEEL 005 de 07.01.2003 que trata da homologação das tarifas de fornecimento de energia elétrica para a Bandeirante Energia S.A, em cumprimento da decisão liminar, considerando o Agravo de Instrumento 170528.",ANEEL,"Revogação 
 ",http://www.aneel.gov.br/cedoc/res2003021.pdf,RES,res2003021.pdf
RES - RESOLUÇÃO 021/2002,16/01/2002,"Homologa as tarifas de uso dos sistemas de distribuição de energia elétrica da Companhia Força e Luz do Oeste - CFLO, e revoga as respectivas tarifas estabelecidas no Anexo da RES ANEEL 286 de 01.10.1999.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2002021.pdf,RES,res2002021.pdf
RES - RESOLUÇÃO 021/1998,10/02/1998,"Fixa os valores como quotas anuais de reversão ao exercício de 1998, para crédito da Reserva Global de Reversão - RGR.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res1998021.pdf,RES,res1998021.pdf
RES - RESOLUÇÃO 022/2003,15/01/2003,"Altera o parág. 2º do art. 1º da Resolução ANEEL 593 de 30.10.2002, relativo ao prazo para a reestruturação societária da Companhia Energética de Brasília - CEB.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/res2003022.pdf,RES,res2003022.pdf
RES - RESOLUÇÃO 022/2002,16/01/2002,"Homologa as tarifas de uso dos sistemas de distribuição de energia elétrica do Departamento Municipal de Energia de Ijuí - DEMEI, e revoga as respectivas tarifas estabelecidas no Anexo da RES ANEEL 286 de 01.10.1999.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2002022.pdf,RES,res2002022.pdf
RES - RESOLUÇÃO 022/2000,21/01/2000,"Autoriza a Companhia Siderúrgica Nacional - CSN, a comercializar o excedente de energia elétrica produzida pela Central Termelétrica CTE 2, localizada nas instalações da Usina Presidente Vargas, município de Volta Redonda, (RJ).",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2000022.pdf,RES,res2000022.pdf
RES - RESOLUÇÃO 023/2002,16/01/2002,"Homologa as tarifas de uso dos sistemas de distribuição de energia elétrica da Empresa Força e Luz de Urussanga Ltda - EFLUL, e revoga as respectivas tarifas estabelecidas no Anexo da RES ANEEL 286 de 01.10.1999.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2002023.pdf,RES,res2002023.pdf
RES - RESOLUÇÃO 023/2000,31/01/2000,"Estabelece o Plano de Contas a ser utilizado pelo Operador Nacional do Sistema Elétrico, a partir de 01.01.2000, com os objetivos, características e naturezas, as instruções gerais e o elenco de contas.",ANEEL,"Plano de Contas 
 ",http://www.aneel.gov.br/cedoc/res2000023.pdf,RES,res2000023.pdf
RES - RESOLUÇÃO 023/1999,08/02/1999,Regulamenta a fixação de Reserva Global de Reversão - RGR.,ANEEL,"Regulamentação 
 ",http://www.aneel.gov.br/cedoc/res1999023.pdf,RES,res1999023.pdf
RES - RESOLUÇÃO 025/2003,24/01/2003,"Declara de utilidade pública, para instituição de servidão administrativa, em favor da Centrais Elétricas Matogrossenses S.A - CEMAT, áreas de terras necessárias à passagem da Linha de Transmissão Subestação da Usina Hidrelétrica Braço Norte III - Subestação Matupá, nos municípios de Guarantã do Norte e Matupá, (MT).",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2003025.pdf,RES,res2003025.pdf
RES - RESOLUÇÃO 022/1998,09/02/1998,"Nomeia para exercer cargos em comissão de Secretário - Geral, Superintendentes, Assessores Especiais e Funções Comissionadas de Energia.",ANEEL,"Nomeação 
 ",http://www.aneel.gov.br/cedoc/res1998022.pdf,RES,res1998022.pdf
RES - RESOLUÇÃO 023/1998,10/02/1998,"Declara de utilidade pública, para fins de instituição de servidão administrativa, em favor da Companhia Hidro Elétrica do São Francisco - CHESF, área de terra nos municípios de Condado e Paulista, (PE).",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res1998023.pdf,RES,res1998023.pdf
RES - RESOLUÇÃO 025/2002,16/01/2002,"Homologa as tarifas de uso dos sistemas de distribuição de energia elétrica da Empresa Força e Luz João Cesa Ltda, e revoga as respectivas tarifas estabelecidas no Anexo da RES ANEEL 286 de 01.10.1999.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2002025.pdf,RES,res2002025.pdf
RES - RESOLUÇÃO 024/2003,24/01/2003,"Declara de utilidade pública, para instituição de servidão administrativa, áreas de terras necessárias à passagem dos trechos das Linhas de Transmissão Betim 4 - Cinco e Betim 4 - Ibiritermo, nos municípios de Betim e Ibirité, (MG), em favor da Companhia Energética de Minas Gerais - CEMIG.",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2003024.pdf,RES,res2003024.pdf
RES - RESOLUÇÃO 024/2002,16/01/2002,"Homologa as tarifas de uso dos sistemas de distribuição de energia elétrica da Centrais Elétricas de Carazinho - ELETROCAR, e revoga as respectivas tarifas estabelecidas no Anexo da RES ANEEL 286 de 01.10.1999.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2002024.pdf,RES,res2002024.pdf
RES - RESOLUÇÃO 025/2000,31/01/2000,"Fixa as Tarifas de Energia no curto prazo, para os períodos de ponta e fora de ponta, com base no Custo Marginal Mensal de Operação informado pelo Operador Nacional do Sistema Elétrico - ONS.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res2000025.pdf,RES,res2000025.pdf
RES - RESOLUÇÃO 025/1998,10/02/1998,"Declara de utilidade pública, para fins de instituição de servidão administrativa, em favor da Centrais Elétricas do Sul do Brasil - ELETROSUL, área de terra no município de Caxias do Sul, (RS).",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res1998025.pdf,RES,res1998025.pdf
RES - RESOLUÇÃO 024/1998,10/02/1998,"Declara de utilidade pública, para fins de instituição de servidão administrativa, em favor de FURNAS Centrais Elétricas S.A, área de terra nos municípios de Minaçu, Colinas do Sul, Niquelândia, Mimoso de Goiás, Padre Bernardo, Cocalzinho de Goiás, Santo Antônio, (GO) e no Distrito Federal.",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res1998024.pdf,RES,res1998024.pdf
RES - RESOLUÇÃO 026/2003,24/01/2003,"Declara de utilidade pública, para instituição de servidão administrativa, em favor da Centrais Elétricas Matogrossenses S.A - CEMAT, áreas de terras necessárias à passagem da Linha de Transmissão Subestação de Manobra Fazenda Cortez - Subestação Juara, no município de Juara, (MT).",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2003026.pdf,RES,res2003026.pdf
RES - RESOLUÇÃO 026/2002,16/01/2002,"Homologa as tarifas de uso dos sistemas de distribuição de energia elétrica da Hidroelétrica Panambi S.A - HIDROPAN, e revoga as respectivas tarifas estabelecidas no Anexo da RES ANEEL 286 de 01.10.1999.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2002026.pdf,RES,res2002026.pdf
RES - RESOLUÇÃO 026/2000,03/02/2000,Homologa o reajuste das tarifas de fornecimento e suprimento de energia elétrica para a Companhia Luz e Força de Mococa - CLFM.,ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2000026.pdf,RES,res2000026.pdf
RES - RESOLUÇÃO 026/1998,10/02/1998,"Fixa os valores como parcelas mensais da quota anual de reversão, da competência do mês de janeiro de 1998, para crédito da Reserva Global de Reversão - RGR.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res1998026.pdf,RES,res1998026.pdf
